Date mutation,Nature mutation,Valeur fonciere,Code postal,Commune,Code departement,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain
12/12/2025,Vente,"311000,00",1390.0,SAINT-JEAN-DE-THURIGNEUX,1,Maison,138.0,5.0,280.0
14/04/2025,Vente,"346000,00",1360.0,BALAN,1,Maison,106.0,4.0,894.0
25/07/2025,Vente,"418000,00",1310.0,POLLIAT,1,Maison,166.0,5.0,500.0
25/03/2025,Vente,"243960,00",1960.0,PERONNAS,1,Maison,116.0,5.0,480.0
29/10/2025,Vente,"345000,00",1370.0,VAL-REVERMONT,1,Maison,138.0,4.0,1065.0
23/09/2025,Vente,"618000,00",1200.0,VALSERHONE,1,Maison,163.0,4.0,908.0
30/06/2025,Vente,"250000,00",1320.0,CHALAMONT,1,Maison,100.0,5.0,623.0
28/05/2025,Vente,"130000,00",2700.0,TERGNIER,2,Maison,88.0,6.0,332.0
06/02/2025,Vente,"455000,00",1210.0,ORNEX,1,Maison,104.0,5.0,1001.0
14/04/2025,Vente,"105000,00",2590.0,ETREILLERS,2,Maison,122.0,5.0,172.0
13/05/2025,Vente,"170000,00",1150.0,LAGNIEU,1,Appartement,103.0,3.0,287.0
23/12/2025,Vente,"375000,00",1320.0,CHATILLON-LA-PALUD,1,Maison,117.0,5.0,535.0
24/02/2025,Vente,"328000,00",1160.0,SAINT-MARTIN-DU-MONT,1,Maison,198.0,5.0,227.0
28/02/2025,Vente,"220000,00",2190.0,VILLENEUVE SUR AISNE,2,Maison,84.0,4.0,719.0
29/12/2025,Vente,"182000,00",1160.0,PRIAY,1,Maison,75.0,3.0,95.0
04/08/2025,Vente,"240000,00",1340.0,FOISSIAT,1,Maison,119.0,5.0,913.0
07/02/2025,Vente,"200000,00",1750.0,REPLONGES,1,Maison,107.0,5.0,999.0
09/01/2025,Vente,"297000,00",1150.0,SAINTE-JULIE,1,Maison,127.0,5.0,332.0
29/01/2025,Vente,"60000,00",2610.0,MOY DE L AISNE,2,Maison,60.0,3.0,246.0
27/08/2025,Vente,"320000,00",1640.0,JUJURIEUX,1,Maison,65.0,3.0,345.0
10/07/2025,Vente,"92000,00",1380.0,BAGE-DOMMARTIN,1,Maison,82.0,5.0,803.0
03/06/2025,Vente,"100000,00",2850.0,BARZY SUR MARNE,2,Maison,90.0,5.0,395.0
18/07/2025,Vente,"250000,00",1340.0,BRESSE VALLONS,1,Maison,118.0,4.0,803.0
28/03/2025,Vente,"176000,00",2300.0,SINCENY,2,Maison,147.0,5.0,219.0
05/03/2025,Vente,"50000,00",2300.0,CHAUNY,2,Maison,58.0,3.0,523.0
17/06/2025,Vente,"80000,00",1560.0,SAINT-TRIVIER-DE-COURTES,1,Maison,62.0,3.0,272.0
07/01/2025,Vente,"117000,00",2100.0,SAINT QUENTIN,2,Maison,85.0,4.0,286.0
27/10/2025,Vente,"270000,00",1150.0,VAUX-EN-BUGEY,1,Maison,79.0,3.0,184.0
03/07/2025,Vente,"190000,00",1960.0,PERONNAS,1,Maison,75.0,3.0,368.0
05/06/2025,Vente,"148000,00",2400.0,GLAND,2,Maison,85.0,5.0,671.0
01/09/2025,Vente,"277000,00",1190.0,BOZ,1,Maison,115.0,5.0,588.0
19/11/2025,Vente,"390000,00",1800.0,LE MONTELLIER,1,Maison,140.0,6.0,1362.0
09/12/2025,Vente,"100000,00",1370.0,VAL-REVERMONT,1,Maison,84.0,3.0,132.0
13/03/2025,Vente,"200000,00",1160.0,LA TRANCLIERE,1,Maison,65.0,2.0,2080.0
23/12/2025,Vente,"208150,00",1100.0,ARBENT,1,Maison,106.0,4.0,185.0
04/02/2025,Vente,"140000,00",2220.0,MONT NOTRE DAME,2,Maison,109.0,4.0,423.0
21/10/2025,Vente,"365000,00",1160.0,NEUVILLE-SUR-AIN,1,Maison,131.0,5.0,1068.0
30/06/2025,Vente,"133000,00",2720.0,HOMBLIERES,2,Maison,93.0,5.0,229.0
23/06/2025,Vente,"55000,00",2880.0,NEUVILLE SUR MARGIVAL,2,Maison,70.0,2.0,100.0
21/11/2025,Vente,"235000,00",1800.0,VILLIEU-LOYES-MOLLON,1,Maison,72.0,3.0,355.0
23/01/2025,Vente,"30000,00",2170.0,ESQUEHERIES,2,Maison,85.0,4.0,82.0
10/12/2025,Vente,"190000,00",1100.0,MARTIGNAT,1,Maison,110.0,5.0,1094.0
22/05/2025,Vente,"142000,00",1800.0,SAINT-MAURICE-DE-GOURDANS,1,Maison,167.0,3.0,70.0
17/09/2025,Vente,"250000,00",1160.0,PRIAY,1,Maison,80.0,3.0,350.0
23/12/2025,Vente,"160000,00",1440.0,VIRIAT,1,Maison,73.0,4.0,984.0
19/11/2025,Vente,"262577,00",1660.0,CHAVEYRIAT,1,Maison,98.0,3.0,768.0
23/10/2025,Vente,"110000,00",1100.0,OYONNAX,1,Appartement,70.0,4.0,343.0
26/11/2025,Vente,"207000,00",1250.0,MONTAGNAT,1,Maison,139.0,7.0,1608.0
31/03/2025,Vente,"300000,00",1200.0,VALSERHONE,1,Maison,96.0,4.0,1039.0
08/08/2025,Vente,"205000,00",1100.0,GROISSIAT,1,Maison,83.0,4.0,659.0
24/01/2025,Vente,"124875,00",1340.0,MONTREVEL-EN-BRESSE,1,Maison,71.0,3.0,550.0
28/07/2025,Vente,"255000,00",1480.0,FAREINS,1,Maison,76.0,4.0,223.0
19/12/2025,Vente,"238810,00",1190.0,REYSSOUZE,1,Maison,95.0,4.0,1424.0
01/08/2025,Vente,"4245232,00",1170.0,CROZET,1,Maison,120.0,5.0,1023.0
22/12/2025,Vente,"120000,00",1800.0,PEROUGES,1,Maison,65.0,3.0,378.0
12/03/2025,Vente,"235000,00",1000.0,BOURG-EN-BRESSE,1,Maison,80.0,4.0,450.0
25/02/2025,Vente,"113050,00",2000.0,AULNOIS SOUS LAON,2,Maison,68.0,4.0,583.0
05/12/2025,Vente,"260000,00",1250.0,NIVIGNE ET SURAN,1,Maison,130.0,4.0,487.0
04/08/2025,Vente,"347000,00",1300.0,BELLEY,1,Maison,141.0,5.0,936.0
30/12/2025,Vente,"100000,00",1120.0,MONTLUEL,1,Maison,35.0,2.0,51.0
27/05/2025,Vente,"329000,00",1700.0,BEYNOST,1,Maison,90.0,4.0,509.0
06/02/2025,Vente,"145000,00",2200.0,SOISSONS,2,Maison,91.0,5.0,635.0
10/11/2025,Vente,"273000,00",1420.0,SEYSSEL,1,Maison,123.0,5.0,162.0
09/10/2025,Vente,"199000,00",1450.0,PONCIN,1,Maison,60.0,4.0,771.0
12/12/2025,Vente,"187000,00",1340.0,ATTIGNAT,1,Maison,110.0,4.0,116.0
03/06/2025,Vente,"222000,00",1600.0,TREVOUX,1,Appartement,48.0,2.0,92.0
26/09/2025,Vente,"273100,00",1140.0,THOISSEY,1,Maison,106.0,5.0,801.0
22/07/2025,Vente,"220000,00",1340.0,BRESSE VALLONS,1,Maison,60.0,2.0,6110.0
31/10/2025,Adjudication,"140000,00",1300.0,MAGNIEU,1,Maison,106.0,3.0,341.0
21/05/2025,Vente,"775000,00",1280.0,PREVESSIN-MOENS,1,Maison,152.0,6.0,542.0
13/03/2025,Vente,"230000,00",1800.0,MEXIMIEUX,1,Appartement,25.0,1.0,95.0
28/02/2025,Vente,"197800,00",2310.0,COUPRU,2,Maison,90.0,5.0,784.0
12/03/2025,Vente,"354900,00",1090.0,MONTCEAUX,1,Maison,144.0,6.0,834.0
05/08/2025,Vente,"109629,00",1240.0,SAINT-ANDRE-LE-BOUCHOUX,1,Maison,203.0,5.0,800.0
12/03/2025,Vente,"250000,00",2250.0,ERLON,2,Maison,32.0,6.0,773.0
15/12/2025,Vente,"412000,00",1600.0,TOUSSIEUX,1,Maison,88.0,4.0,871.0
03/03/2025,Vente,"265000,00",1480.0,FRANS,1,Maison,81.0,4.0,794.0
25/07/2025,Vente,"235000,00",1430.0,ST-MARTIN-DU-FRESNE,1,Maison,91.0,4.0,767.0
28/03/2025,Vente,"165000,00",2330.0,VALLEES EN CHAMPAGNE,2,Maison,116.0,6.0,100.0
16/05/2025,Vente,"329488,34",1090.0,MONTMERLE-SUR-SAONE,1,Appartement,53.0,2.0,325.0
15/04/2025,Vente,"186000,00",2400.0,CHATEAU THIERRY,2,Maison,95.0,4.0,227.0
04/06/2025,Vente,"162200,00",2380.0,LANDRICOURT,2,Maison,86.0,5.0,1191.0
26/09/2025,Vente,"170000,00",1150.0,SAULT-BRENAZ,1,Maison,98.0,4.0,1000.0
25/06/2025,Vente,"210000,00",1300.0,AMBLEON,1,Maison,96.0,3.0,492.0
27/01/2025,Vente,"208000,00",2790.0,SERAUCOURT LE GRAND,2,Maison,116.0,6.0,1060.0
04/07/2025,Vente,"460930,00",1090.0,LURCY,1,Maison,183.0,5.0,500.0
03/06/2025,Vente,"189500,00",1270.0,DOMSURE,1,Maison,124.0,3.0,1648.0
25/04/2025,Vente,"12500,00",2120.0,FLAVIGNY LE GRAND ET BEAURAIN,2,Maison,96.0,1.0,232.0
17/12/2025,Vente,"215000,00",1300.0,CONTREVOZ,1,Maison,100.0,4.0,1898.0
27/06/2025,Vente,"430000,00",1600.0,MASSIEUX,1,Maison,98.0,5.0,749.0
01/04/2025,Vente,"330000,00",1540.0,VONNAS,1,Maison,158.0,7.0,2000.0
24/01/2025,Vente,"105000,00",1240.0,MARLIEUX,1,Maison,90.0,4.0,186.0
14/03/2025,Vente,"133450,00",2000.0,LANISCOURT,2,Maison,140.0,3.0,142.0
25/09/2025,Vente,"59000,00",1570.0,ASNIERES-SUR-SAONE,1,Maison,71.0,3.0,588.0
28/10/2025,Vente,"232000,00",1160.0,DRUILLAT,1,Maison,40.0,1.0,368.0
19/08/2025,Vente,"543000,00",1800.0,MEXIMIEUX,1,Maison,145.0,6.0,837.0
24/03/2025,Vente,"220000,00",2000.0,VAUCELLES ET BEFFECOURT,2,Maison,134.0,6.0,773.0
14/04/2025,Vente,"172000,00",2860.0,PRESLES ET THIERNY,2,Maison,110.0,3.0,283.0
29/01/2025,Vente,"25000,00",2100.0,SAINT QUENTIN,2,Maison,71.0,4.0,56.0
26/04/2025,Vente,"127700,00",2130.0,FERE EN TARDENOIS,2,Maison,58.0,3.0,609.0
31/01/2025,Vente,"310000,00",1090.0,GUEREINS,1,Appartement,198.0,6.0,2508.0
07/08/2025,Vente,"370000,00",1340.0,MARSONNAS,1,Maison,240.0,8.0,858.0
24/03/2025,Vente,"343000,00",1500.0,AMBERIEU-EN-BUGEY,1,Maison,90.0,5.0,2714.0
13/06/2025,Vente,"120000,00",2680.0,GRUGIES,2,Maison,99.0,5.0,299.0
13/06/2025,Vente,"212000,00",2300.0,CHAUNY,2,Maison,188.0,10.0,154.0
29/10/2025,Vente,"60000,00",1230.0,CHALEY,1,Maison,55.0,1.0,125.0
01/07/2025,Vente,"198500,00",2670.0,FOLEMBRAY,2,Maison,79.0,3.0,111.0
16/06/2025,Vente,"285000,00",1800.0,MEXIMIEUX,1,Appartement,70.0,3.0,113.0
28/11/2025,Vente,"380000,00",1290.0,CRUZILLES-LES-MEPILLAT,1,Maison,112.0,5.0,2737.0
27/06/2025,Vente,"180000,00",1240.0,SAINT-PAUL-DE-VARAX,1,Maison,89.0,5.0,525.0
16/09/2025,Vente,"249000,00",1100.0,OYONNAX,1,Appartement,78.0,3.0,455.0
28/02/2025,Vente,"235000,00",1000.0,SAINT-DENIS-LES-BOURG,1,Maison,108.0,5.0,535.0
18/11/2025,Vente,"720700,00",1600.0,MISERIEUX,1,Maison,120.0,3.0,795.0
15/04/2025,Vente,"208000,00",2300.0,QUIERZY,2,Maison,135.0,4.0,305.0
19/03/2025,Vente,"190000,00",1100.0,BELLIGNAT,1,Maison,89.0,4.0,154.0
22/05/2025,Vente,"287000,00",1360.0,BALAN,1,Maison,95.0,4.0,1567.0
05/11/2025,Vente,"270000,00",1600.0,MISERIEUX,1,Maison,96.0,4.0,308.0
21/05/2025,Vente,"83000,00",2820.0,ST ERME OUTRE ET RAMECOURT,2,Maison,82.0,3.0,119.0
30/01/2025,Vente,"116000,00",2700.0,TERGNIER,2,Maison,94.0,5.0,187.0
14/04/2025,Vente,"280000,00",1090.0,GUEREINS,1,Maison,150.0,5.0,44.0
15/04/2025,Vente,"205000,00",1310.0,CONFRANCON,1,Maison,102.0,5.0,966.0
30/07/2025,Vente,"820000,00",1630.0,ST-GENIS-POUILLY,1,Maison,122.0,6.0,301.0
29/04/2025,Vente,"63000,00",2680.0,FONTAINE LES CLERCS,2,Maison,110.0,4.0,316.0
28/03/2025,Vente,"30000,00",2500.0,HIRSON,2,Maison,52.0,3.0,131.0
20/01/2025,Vente,"102000,00",2120.0,SAINS RICHAUMONT,2,Maison,114.0,4.0,602.0
31/01/2025,Vente,"190000,00",2880.0,CLAMECY,2,Maison,104.0,4.0,408.0
31/12/2025,Vente,"243130,00",1350.0,CULOZ-BEON,1,Maison,103.0,3.0,423.0
18/11/2025,Vente,"670000,00",1210.0,ORNEX,1,Maison,106.0,5.0,901.0
14/11/2025,Vente,"290000,00",1480.0,JASSANS-RIOTTIER,1,Maison,57.0,3.0,908.0
16/04/2025,Vente,"750000,00",1170.0,CESSY,1,Maison,145.0,6.0,800.0
19/04/2025,Vente,"25500,00",2330.0,CONDE EN BRIE,2,Maison,64.0,3.0,60.0
17/07/2025,Vente,"250000,00",1460.0,MONTREAL LA CLUSE,1,Maison,96.0,5.0,701.0
03/01/2025,Vente,"159000,00",2880.0,CUFFIES,2,Maison,80.0,4.0,203.0
06/06/2025,Vente,"820000,00",1280.0,PREVESSIN-MOENS,1,Maison,116.0,5.0,683.0
17/12/2025,Vente,"650000,00",1210.0,VERSONNEX,1,Maison,96.0,4.0,323.0
02/07/2025,Vente,"120000,00",1230.0,CHALEY,1,Maison,60.0,3.0,60.0
02/12/2025,Vente,"110000,00",1660.0,CHAVEYRIAT,1,Maison,118.0,4.0,500.0
25/01/2025,Vente,"345000,00",2300.0,VILLEQUIER AUMONT,2,Maison,204.0,7.0,1054.0
20/03/2025,Vente,"140000,00",1150.0,LEYMENT,1,Maison,84.0,3.0,486.0
05/12/2025,Vente,"447116,00",1120.0,DAGNEUX,1,Appartement,50.0,2.0,1244.0
03/04/2025,Vente,"515000,00",1120.0,MONTLUEL,1,Maison,147.0,5.0,688.0
06/01/2025,Vente,"400000,00",1500.0,AMBERIEU-EN-BUGEY,1,Maison,137.0,4.0,915.0
04/06/2025,Vente,"180000,00",1500.0,AMBRONAY,1,Maison,127.0,2.0,251.0
17/10/2025,Vente,"232000,00",1310.0,POLLIAT,1,Maison,38.0,2.0,644.0
07/05/2025,Vente,"244150,00",1190.0,CHEVROUX,1,Maison,116.0,4.0,854.0
01/12/2025,Vente,"193000,00",1750.0,REPLONGES,1,Maison,126.0,6.0,1400.0
21/03/2025,Vente,"108500,00",2880.0,CROUY,2,Maison,64.0,3.0,641.0
12/03/2025,Vente,"354900,00",1090.0,MONTCEAUX,1,Maison,144.0,6.0,600.0
02/05/2025,Vente,"90000,00",2670.0,FOLEMBRAY,2,Maison,70.0,4.0,592.0
02/09/2025,Vente,"337850,00",1330.0,SAINTE-OLIVE,1,Maison,128.0,6.0,800.0
06/11/2025,Vente,"420000,00",1320.0,CHALAMONT,1,Maison,138.0,5.0,900.0
18/07/2025,Vente,"255000,00",1400.0,CHANOZ-CHATENAY,1,Maison,100.0,4.0,1336.0
29/01/2025,Vente,"218000,00",1400.0,SULIGNAT,1,Maison,70.0,3.0,980.0
14/03/2025,Vente,"82000,00",2500.0,HIRSON,2,Maison,106.0,4.0,295.0
17/12/2025,Vente,"90000,00",1800.0,MEXIMIEUX,1,Maison,100.0,4.0,4022.0
01/04/2025,Vente,"219800,00",2870.0,VIVAISE,2,Maison,140.0,3.0,947.0
05/03/2025,Vente,"20000,00",2500.0,HIRSON,2,Maison,75.0,2.0,238.0
27/01/2025,Vente,"28000,00",1150.0,SOUCLIN,1,Maison,100.0,2.0,55.0
09/01/2025,Vente,"63800,00",2360.0,ROZOY SUR SERRE,2,Maison,86.0,4.0,81.0
28/08/2025,Vente,"330000,00",1120.0,DAGNEUX,1,Maison,106.0,4.0,708.0
28/02/2025,Vente,"193000,00",1160.0,PRIAY,1,Maison,120.0,4.0,53.0
04/06/2025,Vente,"169000,00",2100.0,REMAUCOURT,2,Maison,93.0,5.0,597.0
05/03/2025,Vente,"116000,00",1240.0,SAINT-ANDRE-LE-BOUCHOUX,1,Maison,116.0,5.0,550.0
30/09/2025,Vente,"149000,00",1750.0,REPLONGES,1,Maison,67.0,4.0,997.0
20/03/2025,Vente,"120000,00",2600.0,VILLERS-COTTERETS,2,Maison,91.0,4.0,127.0
01/12/2025,Vente,"385000,00",1800.0,VILLIEU-LOYES-MOLLON,1,Maison,93.0,4.0,215.0
07/01/2025,Vente,"630000,00",1550.0,POUGNY,1,Maison,100.0,3.0,761.0
18/03/2025,Vente,"255000,00",1140.0,GARNERANS,1,Maison,85.0,4.0,700.0
29/08/2025,Vente,"370000,00",1400.0,CHATILLON-SUR-CHALARONNE,1,Maison,81.0,6.0,397.0
07/03/2025,Vente,"277000,00",2310.0,CHARLY SUR MARNE,2,Appartement,41.0,3.0,93.0
15/01/2025,Vente,"210000,00",1240.0,LENT,1,Maison,88.0,4.0,841.0
22/04/2025,Vente,"165000,00",2100.0,SAINT QUENTIN,2,Appartement,22.0,0.0,70.0
23/04/2025,Vente,"233100,00",1120.0,DAGNEUX,1,Maison,83.0,3.0,72.0
26/02/2025,Vente,"50000,00",2430.0,GAUCHY,2,Maison,83.0,4.0,352.0
29/04/2025,Vente,"132950,00",2800.0,LA FERE,2,Appartement,45.0,3.0,246.0
05/04/2025,Vente,"212000,00",2310.0,MONTREUIL AUX LIONS,2,Maison,88.0,4.0,200.0
18/01/2025,Vente,"77000,00",2400.0,CHATEAU THIERRY,2,Maison,59.0,4.0,80.0
30/06/2025,Vente,"328000,00",2210.0,VILLEMONTOIRE,2,Maison,165.0,4.0,903.0
15/12/2025,Vente,"147000,00",1360.0,BALAN,1,Maison,94.0,3.0,165.0
16/05/2025,Vente,"100000,00",2000.0,LAON,2,Maison,103.0,5.0,854.0
24/01/2025,Vente,"70000,00",2720.0,HOMBLIERES,2,Maison,108.0,6.0,763.0
30/05/2025,Vente,"90000,00",2140.0,PLOMION,2,Maison,88.0,3.0,480.0
24/10/2025,Vente,"277200,00",1330.0,VILLARS-LES-DOMBES,1,Maison,110.0,5.0,299.0
18/11/2025,Vente,"195000,00",1270.0,VERJON,1,Maison,107.0,4.0,560.0
25/04/2025,Vente,"250000,00",2200.0,SOISSONS,2,Maison,108.0,6.0,108.0
08/09/2025,Vente,"159000,00",1250.0,CEYZERIAT,1,Maison,83.0,3.0,352.0
