Date mutation,Nature mutation,Valeur fonciere,Code postal,Commune,Code departement,Type local,Surface reelle bati,Nombre pieces principales,Surface terrain
22/01/2025,Vente,"111000,00",1500.0,AMBRONAY,1,Maison,135.0,6.0,266.0
18/02/2025,Vente,"79000,00",1260.0,CHAMPAGNE-EN-VALROMEY,1,Maison,56.0,3.0,60.0
15/01/2025,Vente,"208000,00",1230.0,SAINT-RAMBERT-EN-BUGEY,1,Maison,70.0,3.0,55.0
28/01/2025,Vente,"279000,00",1370.0,VAL-REVERMONT,1,Maison,165.0,6.0,700.0
10/03/2025,Vente,"190000,00",1380.0,BAGE-DOMMARTIN,1,Maison,91.0,5.0,520.0
07/02/2025,Vente,"200000,00",1100.0,OYONNAX,1,Maison,90.0,5.0,934.0
05/02/2025,Vente,"205000,00",1200.0,VALSERHONE,1,Maison,56.0,3.0,92.0
21/03/2025,Vente,"315000,00",1320.0,SAINT-NIZIER-LE-DESERT,1,Maison,152.0,5.0,1599.0
24/02/2025,Vente,"199000,00",1300.0,BRENS,1,Maison,116.0,5.0,961.0
03/03/2025,Vente,"182500,00",1960.0,PERONNAS,1,Appartement,111.0,5.0,784.0
31/01/2025,Vente,"160000,00",1100.0,OYONNAX,1,Maison,62.0,4.0,377.0
24/01/2025,Vente,"70500,00",1851.0,MARBOZ,1,Appartement,44.0,1.0,221.0
31/01/2025,Vente,"310000,00",1090.0,GUEREINS,1,Appartement,198.0,6.0,2508.0
25/02/2025,Vente,"266270,00",1750.0,REPLONGES,1,Maison,141.0,4.0,801.0
17/02/2025,Vente,"115000,00",1190.0,CHAVANNES-SUR-REYSSOUZE,1,Maison,91.0,5.0,342.0
14/02/2025,Vente,"216566,56",1310.0,MONTRACOL,1,Maison,87.0,4.0,300.0
30/01/2025,Vente,"185000,00",1960.0,PERONNAS,1,Maison,74.0,4.0,693.0
17/02/2025,Vente,"360000,00",1000.0,SAINT-DENIS-LES-BOURG,1,Maison,125.0,5.0,1093.0
17/01/2025,Vente,"185000,00",1570.0,FEILLENS,1,Maison,92.0,4.0,436.0
23/01/2025,Vente,"423000,00",1800.0,JOYEUX,1,Maison,200.0,5.0,176.0
13/03/2025,Vente,"200000,00",1160.0,LA TRANCLIERE,1,Maison,65.0,2.0,2080.0
31/01/2025,Vente,"158000,00",1500.0,SAINT-MAURICE-DE-REMENS,1,Maison,60.0,3.0,53.0
28/02/2025,Vente,"220000,00",1800.0,BOURG-SAINT-CHRISTOPHE,1,Maison,86.0,4.0,80.0
17/02/2025,Vente,"100000,00",1000.0,BOURG-EN-BRESSE,1,Maison,68.0,3.0,470.0
29/01/2025,Vente,"1155000,00",1170.0,GEX,1,Appartement,39.0,2.0,515.0
20/01/2025,Vente,"165000,00",1460.0,MONTREAL LA CLUSE,1,Appartement,72.0,2.0,245.0
06/03/2025,Vente,"480000,00",1500.0,AMBRONAY,1,Maison,220.0,9.0,4962.0
06/03/2025,Vente,"480000,00",1500.0,AMBRONAY,1,Maison,220.0,9.0,1000.0
06/02/2025,Vente,"115000,00",1260.0,VALROMEY-SUR-SERAN,1,Maison,74.0,3.0,128.0
21/02/2025,Vente,"319000,00",1640.0,ABERGEMENT-DE-VAREY (L ),1,Maison,387.0,12.0,618.0
10/01/2025,Vente,"618800,00",1700.0,MIRIBEL,1,Maison,120.0,4.0,634.0
15/01/2025,Vente,"290000,00",1660.0,MEZERIAT,1,Maison,114.0,5.0,1035.0
28/01/2025,Vente,"380000,00",1330.0,BOULIGNEUX,1,Maison,99.0,6.0,404.0
19/02/2025,Vente,"139000,00",1380.0,SAINT-ANDRE-DE-BAGE,1,Maison,81.0,4.0,260.0
12/02/2025,Vente,"130000,00",1470.0,BENONCES,1,Maison,170.0,4.0,86.0
24/01/2025,Vente,"148000,00",1190.0,CHEVROUX,1,Appartement,100.0,4.0,621.0
10/02/2025,Vente,"610000,00",1600.0,PARCIEUX,1,Maison,140.0,4.0,438.0
17/02/2025,Vente,"270000,00",1800.0,MEXIMIEUX,1,Maison,90.0,4.0,229.0
03/01/2025,Vente,"260000,00",1420.0,SEYSSEL,1,Maison,78.0,4.0,18.0
29/01/2025,Vente,"259000,00",1400.0,SAINT-GEORGES-SUR-RENOM,1,Maison,99.0,5.0,1826.0
17/01/2025,Vente,"259000,00",1310.0,BUELLAS,1,Maison,131.0,7.0,1158.0
07/02/2025,Vente,"275000,00",1300.0,BELLEY,1,Maison,116.0,5.0,1756.0
31/01/2025,Vente,"700000,00",1000.0,SAINT-DENIS-LES-BOURG,1,Appartement,47.0,3.0,1286.0
20/02/2025,Echange,"582000,00",1500.0,AMBERIEU-EN-BUGEY,1,Maison,232.0,7.0,1081.0
13/02/2025,Vente,"100000,00",1000.0,BOURG-EN-BRESSE,1,Appartement,55.0,2.0,418.0
28/02/2025,Vente,"193000,00",1160.0,PRIAY,1,Maison,120.0,4.0,53.0
31/01/2025,Vente,"268000,00",1540.0,VONNAS,1,Maison,107.0,5.0,902.0
10/01/2025,Vente,"618800,00",1700.0,MIRIBEL,1,Maison,120.0,4.0,621.0
22/01/2025,Vente,"659630,00",1170.0,CESSY,1,Maison,105.0,6.0,385.0
18/02/2025,Vente,"299000,00",1390.0,SAINT-ANDRE-DE-CORCY,1,Maison,99.0,6.0,518.0
11/02/2025,Vente,"280000,00",1300.0,ANDERT-CONDON,1,Maison,113.0,5.0,964.0
30/01/2025,Vente,"205000,00",1100.0,OYONNAX,1,Maison,60.0,3.0,161.0
03/02/2025,Vente,"237000,00",1500.0,CHATEAU-GAILLARD,1,Maison,93.0,4.0,191.0
24/02/2025,Vente,"675000,00",1170.0,CESSY,1,Maison,127.0,5.0,895.0
03/02/2025,Vente,"323898,00",1480.0,JASSANS-RIOTTIER,1,Maison,89.0,4.0,540.0
30/01/2025,Vente,"420000,00",1170.0,GEX,1,Maison,95.0,3.0,73.0
13/01/2025,Vente,"227550,00",1370.0,BENY,1,Maison,80.0,3.0,1661.0
12/02/2025,Vente,"92425,00",1100.0,OYONNAX,1,Maison,86.0,3.0,756.0
10/01/2025,Vente,"225000,00",1500.0,AMBERIEU-EN-BUGEY,1,Maison,117.0,6.0,61.0
10/01/2025,Vente,"1020000,00",1210.0,FERNEY-VOLTAIRE,1,Maison,140.0,5.0,903.0
29/01/2025,Vente,"1155000,00",1170.0,GEX,1,Appartement,15.0,1.0,515.0
14/02/2025,Vente,"133000,00",1370.0,VAL-REVERMONT,1,Maison,82.0,3.0,537.0
16/01/2025,Vente,"55000,00",1270.0,SALAVRE,1,Maison,53.0,2.0,265.0
28/01/2025,Vente,"265000,00",1290.0,SAINT-JEAN-SUR-VEYLE,1,Maison,63.0,2.0,2495.0
31/01/2025,Vente,"260550,00",1250.0,SIMANDRE-SUR-SURAN,1,Maison,102.0,4.0,500.0
06/02/2025,Vente,"319500,00",1190.0,CHAVANNES-SUR-REYSSOUZE,1,Appartement,60.0,2.0,2957.0
10/01/2025,Vente,"360000,00",1310.0,BUELLAS,1,Maison,126.0,4.0,756.0
03/02/2025,Vente,"100000,00",1380.0,BAGE-LE-CHATEL,1,Appartement,43.0,2.0,232.0
28/02/2025,Vente,"265000,00",1290.0,SAINT-ANDRE-D HUIRIAT,1,Maison,106.0,5.0,1467.0
07/02/2025,Vente,"200000,00",1750.0,REPLONGES,1,Maison,107.0,5.0,1000.0
17/02/2025,Vente,"530000,00",1170.0,CESSY,1,Maison,121.0,5.0,1123.0
13/02/2025,Vente,"185000,00",1600.0,REYRIEUX,1,Maison,55.0,2.0,562.0
22/01/2025,Vente,"244000,00",1580.0,IZERNORE,1,Maison,90.0,4.0,195.0
11/03/2025,Vente,"185000,00",1800.0,MEXIMIEUX,1,Maison,101.0,5.0,109.0
20/01/2025,Vente,"350000,00",1380.0,SAINT-CYR-SUR-MENTHON,1,Maison,94.0,4.0,1000.0
07/03/2025,Vente,"125000,00",1260.0,VALROMEY-SUR-SERAN,1,Maison,76.0,4.0,100.0
24/01/2025,Vente,"148000,00",1190.0,CHEVROUX,1,Appartement,36.0,1.0,621.0
31/01/2025,Vente,"650000,00",1170.0,CESSY,1,Maison,80.0,4.0,1350.0
06/03/2025,Vente,"205000,00",1340.0,MONTREVEL-EN-BRESSE,1,Maison,95.0,3.0,1468.0
25/02/2025,Vente,"182000,00",1300.0,CONTREVOZ,1,Maison,120.0,7.0,367.0
13/01/2025,Vente,"165000,00",1470.0,BRIORD,1,Maison,80.0,3.0,789.0
22/01/2025,Vente,"320000,00",1260.0,HAUT-VALROMEY,1,Maison,170.0,7.0,962.0
27/01/2025,Vente,"250000,00",1500.0,AMBERIEU-EN-BUGEY,1,Maison,90.0,5.0,244.0
16/01/2025,Vente,"215000,00",1200.0,VALSERHONE,1,Appartement,45.0,2.0,103.0
14/02/2025,Vente,"280000,00",1400.0,NEUVILLE-LES-DAMES,1,Appartement,36.0,2.0,351.0
12/03/2025,Vente,"320000,00",1120.0,DAGNEUX,1,Maison,98.0,5.0,400.0
16/01/2025,Vente,"113000,00",1110.0,BRENOD,1,Maison,108.0,5.0,982.0
24/02/2025,Vente,"389000,00",1260.0,ARVIERE-EN-VALROMEY,1,Maison,236.0,6.0,998.0
10/03/2025,Vente,"160000,00",1320.0,CHALAMONT,1,Maison,86.0,5.0,732.0
28/02/2025,Vente,"314500,00",1100.0,OYONNAX,1,Maison,220.0,8.0,336.0
31/01/2025,Vente,"280000,00",1000.0,SAINT-DENIS-LES-BOURG,1,Maison,107.0,5.0,816.0
28/02/2025,Vente,"373000,00",1150.0,VILLEBOIS,1,Maison,111.0,5.0,2769.0
21/02/2025,Vente,"245000,00",1250.0,SAINT-JUST,1,Maison,104.0,5.0,889.0
24/01/2025,Vente,"410000,00",1390.0,SAINT-ANDRE-DE-CORCY,1,Maison,119.0,5.0,167.0
14/01/2025,Vente,"785000,00",1700.0,NEYRON,1,Maison,180.0,5.0,500.0
06/02/2025,Vente,"115000,00",1370.0,VAL-REVERMONT,1,Maison,74.0,4.0,203.0
20/01/2025,Vente,"339180,00",1120.0,DAGNEUX,1,Maison,100.0,5.0,750.0
16/01/2025,Vente,"415000,00",1360.0,BELIGNEUX,1,Maison,190.0,6.0,378.0
17/02/2025,Vente,"370000,00",1000.0,BOURG-EN-BRESSE,1,Appartement,73.0,3.0,120.0
13/02/2025,Vente,"233000,00",1260.0,VALROMEY-SUR-SERAN,1,Maison,140.0,5.0,95.0
13/01/2025,Vente,"413000,00",1460.0,BRION,1,Maison,135.0,5.0,899.0
14/03/2025,Vente,"147000,00",1500.0,AMBRONAY,1,Maison,47.0,3.0,377.0
18/02/2025,Vente,"267500,00",1700.0,BEYNOST,1,Maison,70.0,3.0,468.0
